ns3::TcpIllinois,5,1,10210,10210,4.61904,0.0298506,0
ns3::TcpIllinois,5,2,3,0,0,-nan,100
ns3::TcpIllinois,5,3,3,0,0,-nan,100
ns3::TcpIllinois,5,4,3,0,0,-nan,100
ns3::TcpIllinois,5,5,3,0,0,-nan,100
ns3::TcpIllinois,5,6,3,0,0,-nan,100
ns3::TcpIllinois,5,7,3,0,0,-nan,100
ns3::TcpIllinois,5,8,3,0,0,-nan,100
ns3::TcpIllinois,5,9,3,0,0,-nan,100
ns3::TcpIllinois,5,10,3,0,0,-nan,100
ns3::TcpIllinois,5,11,3,0,0,-nan,100
ns3::TcpIllinois,5,12,3,0,0,-nan,100
ns3::TcpIllinois,5,13,3,0,0,-nan,100
ns3::TcpIllinois,5,14,3,0,0,-nan,100
ns3::TcpIllinois,5,15,3,0,0,-nan,100
ns3::TcpIllinois,5,16,5106,5106,0.212413,0.0166999,0
ns3::TcpIllinois,10,1,20450,20450,9.23933,0.0431345,0
ns3::TcpIllinois,10,2,3,0,0,-nan,100
ns3::TcpIllinois,10,3,3,0,0,-nan,100
ns3::TcpIllinois,10,4,3,0,0,-nan,100
ns3::TcpIllinois,10,5,3,0,0,-nan,100
ns3::TcpIllinois,10,6,3,0,0,-nan,100
ns3::TcpIllinois,10,7,3,0,0,-nan,100
ns3::TcpIllinois,10,8,3,0,0,-nan,100
ns3::TcpIllinois,10,9,3,0,0,-nan,100
ns3::TcpIllinois,10,10,3,0,0,-nan,100
ns3::TcpIllinois,10,11,3,0,0,-nan,100
ns3::TcpIllinois,10,12,3,0,0,-nan,100
ns3::TcpIllinois,10,13,3,0,0,-nan,100
ns3::TcpIllinois,10,14,3,0,0,-nan,100
ns3::TcpIllinois,10,15,3,0,0,-nan,100
ns3::TcpIllinois,10,16,10226,10223,0.42528,0.020896,0.029337
ns3::TcpIllinois,20,1,28011,27861,12.5836,0.0468214,0.535504
ns3::TcpIllinois,20,2,3,0,0,-nan,100
ns3::TcpIllinois,20,3,3,0,0,-nan,100
ns3::TcpIllinois,20,4,3,0,0,-nan,100
ns3::TcpIllinois,20,5,3,0,0,-nan,100
ns3::TcpIllinois,20,6,3,0,0,-nan,100
ns3::TcpIllinois,20,7,3,0,0,-nan,100
ns3::TcpIllinois,20,8,3,0,0,-nan,100
ns3::TcpIllinois,20,9,3,0,0,-nan,100
ns3::TcpIllinois,20,10,3,0,0,-nan,100
ns3::TcpIllinois,20,11,3,0,0,-nan,100
ns3::TcpIllinois,20,12,3,0,0,-nan,100
ns3::TcpIllinois,20,13,3,0,0,-nan,100
ns3::TcpIllinois,20,14,3,0,0,-nan,100
ns3::TcpIllinois,20,15,3,0,0,-nan,100
ns3::TcpIllinois,20,16,13931,13877,0.577286,0.0339748,0.387625
ns3::TcpIllinois,50,1,30623,30602,13.8203,0.037531,0.0685759
ns3::TcpIllinois,50,2,3,0,0,-nan,100
ns3::TcpIllinois,50,3,3,0,0,-nan,100
ns3::TcpIllinois,50,4,3,0,0,-nan,100
ns3::TcpIllinois,50,5,3,0,0,-nan,100
ns3::TcpIllinois,50,6,3,0,0,-nan,100
ns3::TcpIllinois,50,7,3,0,0,-nan,100
ns3::TcpIllinois,50,8,3,0,0,-nan,100
ns3::TcpIllinois,50,9,3,0,0,-nan,100
ns3::TcpIllinois,50,10,3,0,0,-nan,100
ns3::TcpIllinois,50,11,3,0,0,-nan,100
ns3::TcpIllinois,50,12,3,0,0,-nan,100
ns3::TcpIllinois,50,13,3,0,0,-nan,100
ns3::TcpIllinois,50,14,3,0,0,-nan,100
ns3::TcpIllinois,50,15,3,0,0,-nan,100
ns3::TcpIllinois,50,16,15301,15184,0.631658,0.0253796,0.764656
ns3::TcpIllinois,100,1,63015,62760,28.33,0.019835,0.404666
ns3::TcpIllinois,100,2,3,0,0,-nan,100
ns3::TcpIllinois,100,3,3,0,0,-nan,100
ns3::TcpIllinois,100,4,3,0,0,-nan,100
ns3::TcpIllinois,100,5,3,0,0,-nan,100
ns3::TcpIllinois,100,6,3,0,0,-nan,100
ns3::TcpIllinois,100,7,3,0,0,-nan,100
ns3::TcpIllinois,100,8,3,0,0,-nan,100
ns3::TcpIllinois,100,9,3,0,0,-nan,100
ns3::TcpIllinois,100,10,3,0,0,-nan,100
ns3::TcpIllinois,100,11,3,0,0,-nan,100
ns3::TcpIllinois,100,12,3,0,0,-nan,100
ns3::TcpIllinois,100,13,3,0,0,-nan,100
ns3::TcpIllinois,100,14,3,0,0,-nan,100
ns3::TcpIllinois,100,15,3,0,0,-nan,100
ns3::TcpIllinois,100,16,31380,31378,1.30533,0.0121254,0.00637349
ns3::TcpIllinois,200,1,55837,55667,25.1297,0.0264737,0.304458
ns3::TcpIllinois,200,2,3,0,0,-nan,100
ns3::TcpIllinois,200,3,3,0,0,-nan,100
ns3::TcpIllinois,200,4,3,0,0,-nan,100
ns3::TcpIllinois,200,5,3,0,0,-nan,100
ns3::TcpIllinois,200,6,3,0,0,-nan,100
ns3::TcpIllinois,200,7,3,0,0,-nan,100
ns3::TcpIllinois,200,8,3,0,0,-nan,100
ns3::TcpIllinois,200,9,3,0,0,-nan,100
ns3::TcpIllinois,200,10,3,0,0,-nan,100
ns3::TcpIllinois,200,11,3,0,0,-nan,100
ns3::TcpIllinois,200,12,3,0,0,-nan,100
ns3::TcpIllinois,200,13,3,0,0,-nan,100
ns3::TcpIllinois,200,14,3,0,0,-nan,100
ns3::TcpIllinois,200,15,3,0,0,-nan,100
ns3::TcpIllinois,200,16,27834,27789,1.15603,0.0143017,0.161673
ns3::TcpIllinois,500,1,41995,41914,18.9243,0.0346675,0.19288
ns3::TcpIllinois,500,2,3,0,0,-nan,100
ns3::TcpIllinois,500,3,3,0,0,-nan,100
ns3::TcpIllinois,500,4,3,0,0,-nan,100
ns3::TcpIllinois,500,5,3,0,0,-nan,100
ns3::TcpIllinois,500,6,3,0,0,-nan,100
ns3::TcpIllinois,500,7,3,0,0,-nan,100
ns3::TcpIllinois,500,8,3,0,0,-nan,100
ns3::TcpIllinois,500,9,3,0,0,-nan,100
ns3::TcpIllinois,500,10,3,0,0,-nan,100
ns3::TcpIllinois,500,11,3,0,0,-nan,100
ns3::TcpIllinois,500,12,3,0,0,-nan,100
ns3::TcpIllinois,500,13,3,0,0,-nan,100
