ns3::TcpIllinois,1,690,689,0.0295056,0.000402949,0.144928
ns3::TcpIllinois,2,691,690,0.0298272,0.000239125,0.144718
ns3::TcpIllinois,3,1370,1370,1.6492,0.0755876,0
ns3::TcpIllinois,4,1372,1372,1.65026,0.0767052,0
